SeasonKey,MasterEventName,MasterEventDate,Opponent,HomeGameNumber,HomeGameDateDiff,BowlTier,MonthName,DayofWeek,DayofMonth,IsHoliday,Holiday,CompetingSportingTeamCount,BucksWinFlag,BucksWinCount,BucksLoseCount,BucksWin%,NumofPlayersWhoMadeAllStarTeamLastSeason,Division,Conference,OppPrevSeasonWinCount,OppPrevSeasonLoseCount,OppPrevSeasonWin%,OppPrevSeasonConfSemis,OppPrevSeasonConfFinals,OppPrevSeasonNBAFinals,OppPrevSeasonNBAChamps, Premim Revenue , Total Revenue ,Premium %
2022,2022-11-05 Oklahoma City Thunder,11/5/2022,Oklahoma City Thunder,7,3,D,November,Saturday,5,0,NULL,1,1,9,0,1,0,Northwest,Western,24,58,0.293,0,0,0,0,40970.00,1817622.00,0.02
2022,2022-11-14 Atlanta Hawks,11/14/2022,Atlanta Hawks,8,9,D,November,Monday,14,0,NULL,NULL,0,10,3,0.769,2,Southeast,Eastern,43,39,0.524,1,0,0,0,67393.00,1651113.00,0.04
2022,2022-11-16 Cleveland Cavaliers,11/16/2022,Cleveland Cavaliers,9,2,D,November,Wednesday,16,0,NULL,NULL,1,11,3,0.786,3,Central,Eastern,44,38,0.537,0,0,0,0,113074.00,1834687.00,0.06
2022,2022-11-21 Portland Trail Blazers,11/21/2022,Portland Trail Blazers,10,5,D,November,Monday,21,0,NULL,NULL,1,12,4,0.75,0,Northwest,Western,27,55,0.329,0,0,0,0,64044.00,1778432.00,0.04
2022,2022-11-23 Chicago Bulls,11/23/2022,Chicago Bulls,11,2,A,November,Wednesday,23,0,NULL,NULL,0,12,5,0.706,2,Central,Eastern,46,36,0.561,1,0,0,0,66236.00,2014384.00,0.03
2022,2022-11-25 Cleveland Cavaliers,11/25/2022,Cleveland Cavaliers,12,2,C,November,Friday,25,0,NULL,NULL,1,13,5,0.722,3,Central,Eastern,44,38,0.537,0,0,0,0,79692.00,1926424.00,0.04
2022,2022-11-27 Dallas Mavericks,11/27/2022,Dallas Mavericks,13,2,C,November,Sunday,27,0,NULL,NULL,1,14,5,0.737,1,Southwest,Western,52,30,0.634,1,0,0,0,22002.00,1739083.00,0.01
2022,2022-12-02 Los Angeles Lakers,12/2/2022,Los Angeles Lakers,14,5,A,December,Friday,2,0,NULL,NULL,0,15,6,0.714,1,Pacific,Western,33,49,0.402,0,0,0,0,186232.00,2473418.00,0.08
2022,2022-12-07 Sacramento Kings,12/7/2022,Sacramento Kings,15,5,D,December,Wednesday,7,0,NULL,NULL,1,18,6,0.75,0,Pacific,Western,30,52,0.366,0,0,0,0,122268.00,1815870.00,0.07
2022,2022-12-13 Golden State Warriors,12/13/2022,Golden State Warriors,16,6,A,December,Tuesday,13,0,NULL,NULL,1,20,7,0.741,3,Pacific,Western,53,29,0.646,1,1,1,1,204767.00,2422170.00,0.08
2022,2022-12-17 Utah Jazz,12/17/2022,Utah Jazz,17,4,D,December,Saturday,17,0,NULL,NULL,1,21,8,0.724,0,Northwest,Western,49,33,0.598,1,0,0,0,110938.00,1946505.00,0.06
2022,2022-12-30 Minnesota Timberwolves,12/30/2022,Minnesota Timberwolves,18,13,C,December,Friday,30,0,NULL,NULL,1,23,12,0.657,2,Northwest,Western,46,36,0.561,1,0,0,0,103661.00,1982319.00,0.05
2022,2023-01-01 Washington Wizards,1/1/2023,Washington Wizards,19,2,C,January,Sunday,1,1,New Year's Day,1,0,23,13,0.639,0,Southeast,Eastern,35,47,0.427,0,0,0,0,49193.00,1849996.00,0.03
2022,2023-01-03 Washington Wizards,1/3/2023,Washington Wizards,20,2,D,January,Tuesday,3,0,NULL,NULL,1,24,13,0.649,0,Southeast,Eastern,35,47,0.427,0,0,0,0,63139.00,1848199.00,0.03
2022,2023-01-06 Charlotte Hornets,1/6/2023,Charlotte Hornets,21,3,C,January,Friday,6,0,NULL,NULL,0,25,14,0.641,1,Southeast,Eastern,43,39,0.524,0,0,0,0,101030.00,1998194.00,0.05
2022,2023-01-16 Indiana Pacers,1/16/2023,Indiana Pacers,22,10,D,January,Monday,16,1,Martin Luther King Jr. Day,NULL,1,28,16,0.636,0,Central,Eastern,25,57,0.305,0,0,0,0,77767.00,1906394.00,0.04
2022,2023-01-17 Toronto Raptors,1/17/2023,Toronto Raptors,23,1,C,January,Tuesday,17,0,NULL,NULL,1,29,16,0.644,1,Atlantic,Eastern,48,34,0.585,1,0,0,0,104425.00,1884341.00,0.06
2022,2023-01-25 Denver Nuggets,1/25/2023,Denver Nuggets,24,8,D,January,Wednesday,25,0,NULL,NULL,1,31,17,0.646,1,Northwest,Western,48,34,0.585,1,0,0,0,120347.00,1925499.00,0.06
2022,2023-01-29 New Orleans Pelicans,1/29/2023,New Orleans Pelicans,25,4,C,January,Sunday,29,0,NULL,NULL,1,33,17,0.66,0,Southwest,Western,36,46,0.439,1,0,0,0,52289.00,1888100.00,0.03
2022,2023-01-31 Charlotte Hornets,1/31/2023,Charlotte Hornets,26,2,C,January,Tuesday,31,0,NULL,NULL,1,34,17,0.667,1,Southeast,Eastern,43,39,0.524,0,0,0,0,142021.00,1809679.00,0.08
2022,2023-02-02 Los Angeles Clippers,2/2/2023,Los Angeles Clippers,27,2,A,February,Thursday,2,0,NULL,NULL,1,35,17,0.673,0,Pacific,Western,42,40,0.512,0,0,0,0,75605.00,1763278.00,0.04
2022,2023-02-04 Miami Heat,2/4/2023,Miami Heat,28,2,C,February,Saturday,4,0,NULL,NULL,1,36,17,0.679,1,Southeast,Eastern,53,29,0.646,1,1,0,0,133673.00,2068156.00,0.06
2022,2023-02-14 Boston Celtics,2/14/2023,Boston Celtics,29,10,A,February,Tuesday,14,1,Valentine's Day,NULL,1,40,17,0.702,1,Atlantic,Eastern,51,31,0.622,1,1,1,0,105088.00,2088530.00,0.05
2022,2023-02-24 Miami Heat,2/24/2023,Miami Heat,30,10,C,February,Friday,24,0,NULL,NULL,1,42,17,0.712,1,Southeast,Eastern,53,29,0.646,1,1,0,0,104695.00,1958678.00,0.05
2022,2023-02-26 Phoenix Suns,2/26/2023,Phoenix Suns,31,2,B,February,Sunday,26,0,NULL,NULL,1,43,17,0.717,2,Pacific,Western,64,18,0.78,1,0,0,0,111288.00,2116037.00,0.05
2022,2023-03-01 Orlando Magic,3/1/2023,Orlando Magic,32,3,D,March,Wednesday,1,0,NULL,NULL,1,45,17,0.726,0,Southeast,Eastern,22,60,0.268,0,0,0,0,107836.00,1790659.00,0.06
2022,2023-03-04 Philadelphia 76ers,3/4/2023,Philadelphia 76ers,33,3,A,March,Saturday,4,0,NULL,NULL,0,45,18,0.714,2,Atlantic,Eastern,51,31,0.622,1,0,0,0,118867.00,2307112.00,0.05
2022,2023-03-09 Brooklyn Nets,3/9/2023,Brooklyn Nets,34,5,B,March,Thursday,9,0,NULL,NULL,1,48,18,0.727,1,Atlantic,Eastern,44,38,0.537,1,0,0,0,155868.00,1985909.00,0.08
2022,2023-03-16 Indiana Pacers,3/16/2023,Indiana Pacers,35,7,B,March,Thursday,16,0,NULL,NULL,0,50,20,0.714,0,Central,Eastern,25,57,0.305,0,0,0,0,131005.00,1994914.00,0.07
2022,2023-03-19 Toronto Raptors,3/19/2023,Toronto Raptors,36,3,B,March,Sunday,19,0,NULL,NULL,1,51,20,0.718,1,Atlantic,Eastern,48,34,0.585,1,0,0,0,63674.00,1950514.00,0.03
2022,2023-03-22 San Antonio Spurs,3/22/2023,San Antonio Spurs,37,3,D,March,Wednesday,22,0,NULL,NULL,1,52,20,0.722,0,Southwest,Western,34,48,0.415,0,0,0,0,109719.00,1928239.00,0.06
2022,2023-03-30 Boston Celtics,3/30/2023,Boston Celtics,38,8,A,March,Thursday,30,0,NULL,NULL,0,55,22,0.714,1,Atlantic,Eastern,51,31,0.622,1,1,1,0,207890.00,2367048.00,0.09
2022,2023-04-02 Philadelphia 76ers,4/2/2023,Philadelphia 76ers,39,3,B,April,Sunday,2,0,NULL,NULL,1,56,22,0.718,2,Atlantic,Eastern,51,31,0.622,1,0,0,0,80229.00,1957190.00,0.04
2022,2023-04-05 Chicago Bulls,4/5/2023,Chicago Bulls,40,3,A,April,Wednesday,5,0,NULL,NULL,1,58,22,0.725,2,Central,Eastern,46,36,0.561,1,0,0,0,204400.00,2101114.00,0.10
2022,2023-04-07 Memphis Grizzlies,4/7/2023,Memphis Grizzlies,41,2,B,April,Friday,7,0,NULL,NULL,0,58,23,0.716,1,Southwest,Western,56,26,0.683,1,1,0,0,154873.00,2177014.00,0.07
